Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
27.344364249999444,1948.9109716666655,,,,672.1984542436481,11.857155694114345,15.904786951899675,0,0,188.5850074522994,0,,
27.928729499999253,1974.4094858333378,,,,698.9290567325206,11.850369261746808,16.69011547155717,0,0,197.7836108758605,0,,
28.524838749999276,1999.969944999982,,,,728.4147782152103,11.839744322215854,18.03601828848573,0,0,213.53949791344075,0,,
29.162672499999314,2027.551979999988,,,,771.2735406005346,11.831756702683547,18.9140826179355,0,0,223.78680268148247,0,,
29.77722949999953,2054.190247499987,,,,779.6663436453704,11.830944422932498,18.962675178180184,0,0,224.34635252094276,0,,
30.35281699999925,2079.255244166651,,,,780.8363325068843,11.830944356432546,18.98098795460054,0,0,224.56301363968947,0,,
30.997280249999285,2107.0728174999945,,,,781.4764336402839,11.830793810450263,18.96610527056635,0,0,224.3840789793925,0,,
31.685099749999488,2137.007830833329,,,,782.3512339399157,11.832128887804593,18.94803605432674,0,0,224.19560065539935,0,,
32.30375424999949,2163.829842499991,,,,783.0241438778789,11.831495900409351,18.942125433692546,0,0,224.11367878774507,0,,
32.965964999999194,2192.378015833319,,,,782.769293097408,11.83127668295434,18.904110615474128,0,0,223.65976202106822,0,,
33.58452849999945,2219.34835750001,,,,784.0917452961403,11.830394572955282,18.921401574397407,0,0,223.84765110998325,0,,
34.20238599999947,2245.9513625000022,,,,783.1366916807418,11.83066276568898,18.897042809759068,0,0,223.5645398016302,0,,
34.87275999999931,2275.1937466666673,,,,783.5241301253889,11.831224737353141,18.86255294471551,0,0,223.16710136744297,0,,
35.541354499999436,2298.4885225000053,,,,782.6846982783305,11.831405745766915,18.84850172627722,0,0,223.0042696929273,0,,
36.10879474999942,2300,,,,783.9416190999714,11.831257121495458,18.845977886840235,0,0,222.97161004646787,0,,
36.6859707499994,2300,,,,783.4331518149862,11.831384673232563,18.870227503136846,0,0,223.26092167654625,0,,
